tomaszrykala;16/06/2016 20:37;0;0;Sums up what I think of this # Brexit business. We're always better together. Now let's have a great game # POL # GERpic.twitter.com/wwFFcvRxdc;;;# # #;7,43513E+17;https://twitter.com/tomaszrykala/status/743512778292465664
tommyhare82;21/06/2016 18:06;0;0;Me and Winnie want u to vote # Remain # churchill # brexit # eureferendum # strongerin Let's get… https://www.instagram.com/p/BG7DCr_JV58/;;;# # # # #;7,45287E+17;https://twitter.com/tommyhare82/status/745286762763685890
trendinaliaDE;16/06/2016 00:43;0;0;Das Hashtag # Brexit war auf Platz 4 im Top20 von den Trends in Deutschland am Mittwoch 15: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160615.html … # trndnl;;;# #;7,43212E+17;https://twitter.com/trendinaliaDE/status/743212265927696384
trendinaliaDE;16/06/2016 17:28;0;0;Wusstest du, dass # Brexit 22 Stunden lang Trend in Deutschland am Mittwoch 15? http://www.trendinalia.com/twitter-trending-topics/germany/germany-160615.html … # trndnl;;;# #;7,43465E+17;https://twitter.com/trendinaliaDE/status/743465191711473664
trendinaliaDE;17/06/2016 15:43;0;0;Das Hashtag # Brexit war auf Platz 10 im Top20 von den Trends in Deutschland am Donnerstag 16: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160616.html … # trndnl;;;# #;7,43801E+17;https://twitter.com/trendinaliaDE/status/743801144636432386
trendinaliaDE;17/06/2016 18:43;0;0;# Brexit war 14 Stunden lang Trend in Deutschland am Donnerstag 16: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160616.html … # trndnl;;;# #;7,43846E+17;https://twitter.com/trendinaliaDE/status/743846441945169920
trendinaliaDE;18/06/2016 04:43;0;0;Das Hashtag # Brexit war auf Platz 2 im Top20 von den Trends in Deutschland am Freitag 17: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160617.html … # trndnl;;;# #;7,43997E+17;https://twitter.com/trendinaliaDE/status/743997441888837633
trendinaliaDE;18/06/2016 19:43;0;0;Das Hashtag # Brexit war auf Platz 2 im Top20 von den Trends in Deutschland am Freitag 17: http://www.trendinalia.com/twitter-trending-topics/germany/germany-160617.html … # trndnl;;;# #;7,44224E+17;https://twitter.com/trendinaliaDE/status/744223929070280704
trendinaliaES;16/06/2016 05:03;0;0;'Brexit' empieza a ser Tendencia, con 351944 tweets, ocupando la 29ª posición en España. Más en http://www.trendinalia.com/twitter-trending-topics/spain/spain-today.html … # trndnl;;;#;7,43278E+17;https://twitter.com/trendinaliaES/status/743277700035424256
trendinaliaES;16/06/2016 07:18;0;0;# Brexit empieza a ser Tendencia, con 138273 tweets, ocupando la 46ª posición en España. Más en http://www.trendinalia.com/twitter-trending-topics/spain/spain-today.html … # trndnl;;;# #;7,43312E+17;https://twitter.com/trendinaliaES/status/743311678763208704
trendinaliaES;16/06/2016 10:17;0;0;'El Brexit' acaba de convertirse en TT ocupando la 10ª posición en España. Más en http://www.trendinalia.com/twitter-trending-topics/spain/spain-today.html … # trndnlpic.twitter.com/eggkVIblTy;;;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356705476468736
trendinaliaES;16/06/2016 10:18;0;0;# Top3Apps mientras 'El Brexit' se convertía en Tendencia Twitter for iPhone 29% Twitter for Android 29% Twitter Web Client 21%;;;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356961345802240
trendinaliaES;16/06/2016 10:18;0;0;1.986.189 personas podrían haber visto 'El Brexit' desde su 1ª mención hasta convertirse en Tendencia. # trndnl;;;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356960196571137
trendinaliaES;16/06/2016 10:18;0;0;164 cuentas y 164 tuits (158 RTs) en 20 horas convirtieron 'El Brexit' en Tendencia. # trndnl;;;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356959093514242
trendinaliaES;16/06/2016 10:18;0;0;2 cuentas verificadas contribuyeron a convertir 'El Brexit' en TT. Ellas fueron: @ marianorajoy & @ PPopular — # trndnl;;@ @;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356963724005378
trendinaliaES;16/06/2016 10:18;0;0;El tuit con más repercusión de la Tendencia 'El Brexit' fue de @ marianorajoy: https://twitter.com/marianorajoy/status/743341931778846720 … (52 RTs) # trndnl;;@;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356962348269571
trendinaliaES;16/06/2016 10:18;1;0;la 1ª mención de 'El Brexit' aparece en tu TL. ¡Ahora es Tendencia en España! # trndnl;;;#;7,43357E+17;https://twitter.com/trendinaliaES/status/743356957927497728
trendinaliaES;16/06/2016 10:20;0;0;6. # PabloIglesiasenCOPE 7. LA HORA DE LOS BUENOS 8. Los 14 9. Mt 6 10. El Brexit 2016/6/16 10:07 CEST # trndnl http://www.trendinalia.com/twitter-trending-topics/spain/spain-today.html …;;;# #;7,43357E+17;https://twitter.com/trendinaliaES/status/743357461340426240
trendinaliaFR;18/06/2016 13:48;0;0;"'Brexit""' just started trending with 210738 tweets. More trends at http://www.trendinalia.com/twitter-trending-topics/france/france-today.html … # trndnl""";;;#;7,44135E+17;https://twitter.com/trendinaliaFR/status/744134585823305729
trendinaliaGB;15/06/2016 07:43;0;0;'Brexit' just started trending with 291552 tweets. More trends at http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html … # trndnl;;;#;7,42956E+17;https://twitter.com/trendinaliaGB/status/742955572882997248
trendinaliaGB;15/06/2016 09:07;0;0;Trend Alert: 'Brexit Budget'. More trends at http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html … # trndnlpic.twitter.com/gNcfBDNfaF;;;#;7,42977E+17;https://twitter.com/trendinaliaGB/status/742976714272342017
trendinaliaGB;15/06/2016 09:20;0;0;6. Alistair Darling 7. Sir Clement Freud 8. Brexit Budget 9. # DNP2016 10. Still Brazy 2016/6/15 08:12 BST # trndnl http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html …;;;# #;7,4298E+17;https://twitter.com/trendinaliaGB/status/742979995505725440
trendinaliaGB;16/06/2016 03:48;0;0;# Brexit just started trending with 140442 tweets. More trends at http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html … # trndnl;;;# #;7,43259E+17;https://twitter.com/trendinaliaGB/status/743258809473241089
ullakovacevic;16/06/2016 08:17;0;0;dom kommer återigen att rädda Europa med BREXIT.....;;;;7,43327E+17;https://twitter.com/ullakovacevic/status/743326518865125377
ullakovacevic;19/06/2016 16:18;0;0;inte alls det blir BREXIT;;;;7,44535E+17;https://twitter.com/ullakovacevic/status/744534890566270976
ullakovacevic;20/06/2016 08:24;0;1;BREXIT KOMMER ATT VINNA!!!!;;;;7,44778E+17;https://twitter.com/ullakovacevic/status/744778008523743233
ullakovacevic;20/06/2016 08:32;0;0;varför panik ENGLAND kommer ATT klara sig utmärkt på egen hand so go for BREXIT!!!!!!;;;;7,4478E+17;https://twitter.com/ullakovacevic/status/744779833620586496
username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
verweisung;16/06/2016 22:22;0;2;Gotta love my neighbourhood. # harringay # brexit # remain @Harringay Green Lanes railway station https://www.instagram.com/p/BGuoZzrDL4t/;;@Harringay;# # #;7,43539E+17;https://twitter.com/verweisung/status/743539326936571904
victoiredaux;21/06/2016 12:49;0;5;Stay in!!! # eu # brexit # uk # vote # europe # together # united @London, United Kingdom https://www.instagram.com/p/BG6e0s1kS8V/;;@London;# # # # # # #;7,45207E+17;https://twitter.com/victoiredaux/status/745207111160848384
walkergarden;21/06/2016 16:52;0;0;No country by itself! Wolfgang Tillmans against Brexit wolfgang_tillmans # Brexit # EU… https://www.instagram.com/p/BG66oLaH7Ip/;;;# #;7,45268E+17;https://twitter.com/walkergarden/status/745268255393222656
warrenista;15/06/2016 23:51;0;1;# PowerMonkeys @ Channel4 is the best programme on TV right now, better than 'real' politics - VERY FUNNY # Brexit # Trump HOT @ benwillbond – bei Anchor Tap;;@ @;# # #;7,43199E+17;https://twitter.com/warrenista/status/743199237349965824
wells_dj;16/06/2016 14:30;0;0;Interesting from Leave: not disputing economic effect of # brexit, just whether Bank can tell us. # spooky;;;# #;7,43421E+17;https://twitter.com/wells_dj/status/743420558772166656
wiieb;21/06/2016 10:06;1;2;View on Brexit. # Edinburgh @Calton Road https://www.instagram.com/p/BG6MLXJzf5zLAs_Y0HCxUqhSI394gvRs0M4R6I0/ …;;@Calton;#;7,45166E+17;https://twitter.com/wiieb/status/745166108886339584
wusel;18/06/2016 16:52;0;0;"Nochmal, ich hoffe, der # Brexit kommt; Reisende soll man ziehen lassen. Dann wäre endlich auch Schluß mit Extrawurst!";;;#;7,44181E+17;https://twitter.com/wusel/status/744180986464903168
wusel;18/06/2016 19:58;0;0;Die versenken sich bei # Brexit schon selbst. Darum ist es ja wichtig, daß es für's 'ja' reicht. Aus Schmerzen lernt man.;;;#;7,44228E+17;https://twitter.com/wusel/status/744227923767472128
yates_rob;16/06/2016 10:45;0;0;Does anybody attending @ ChathamHouse # LondonConference seriously think that Britain should # Brexit ?;;@;# #;7,43364E+17;https://twitter.com/yates_rob/status/743363877757325312
